,sepal_length,sepal_width,petal_length,petal_width
0,-0.9006811702978081,1.019004351971608,-1.340226526622762,-1.3154442950077396
1,-1.1430169111851098,-0.1319794793216234,-1.340226526622762,-1.3154442950077396
2,-1.3853526520724126,0.32841405319566896,-1.397063953536365,-1.3154442950077396
3,-1.5065205225160645,0.09821728693702217,-1.2833890997091588,-1.3154442950077396
4,-1.021849040741459,1.249201118230255,-1.340226526622762,-1.3154442950077396
5,-0.5371775589668537,1.939791417006193,-1.1697142458819525,-1.052179926427138
6,-1.5065205225160645,0.7888075857129614,-1.340226526622762,-1.183812110717439
7,-1.021849040741459,0.7888075857129614,-1.2833890997091588,-1.3154442950077396
8,-1.7488562634033662,-0.36217624558027023,-1.340226526622762,-1.3154442950077396
9,-1.1430169111851098,0.09821728693702217,-1.2833890997091588,-1.4470764792980406
10,-0.5371775589668537,1.4793978844889006,-1.2833890997091588,-1.3154442950077396
11,-1.2641847816287617,0.7888075857129614,-1.2265516727955557,-1.3154442950077396
12,-1.2641847816287617,-0.1319794793216234,-1.340226526622762,-1.4470764792980406
13,-1.870024133847018,-0.1319794793216234,-1.5107388073635712,-1.4470764792980406
14,-0.05250607719224927,2.1699881832648398,-1.4539013804499683,-1.3154442950077396
15,-0.17367394763590013,3.0907752482994253,-1.2833890997091588,-1.052179926427138
16,-0.5371775589668537,1.939791417006193,-1.397063953536365,-1.052179926427138
17,-0.9006811702978081,1.019004351971608,-1.340226526622762,-1.183812110717439
18,-0.17367394763590013,1.7095946507475461,-1.1697142458819525,-1.183812110717439
19,-0.9006811702978081,1.7095946507475461,-1.2833890997091588,-1.183812110717439
20,-0.5371775589668537,0.7888075857129614,-1.1697142458819525,-1.3154442950077396
21,-0.9006811702978081,1.4793978844889006,-1.2833890997091588,-1.052179926427138
22,-1.5065205225160645,1.249201118230255,-1.5675762342771744,-1.3154442950077396
23,-0.9006811702978081,0.5586108194543146,-1.1697142458819525,-0.9205477421368372
24,-1.2641847816287617,0.7888075857129614,-1.0560393920547462,-1.3154442950077396
25,-1.021849040741459,-0.1319794793216234,-1.2265516727955557,-1.3154442950077396
26,-1.021849040741459,0.7888075857129614,-1.2265516727955557,-1.052179926427138
27,-0.7795132998541564,1.019004351971608,-1.2833890997091588,-1.3154442950077396
28,-0.7795132998541564,0.7888075857129614,-1.340226526622762,-1.3154442950077396
29,-1.3853526520724126,0.32841405319566896,-1.2265516727955557,-1.3154442950077396
30,-1.2641847816287617,0.09821728693702217,-1.2265516727955557,-1.3154442950077396
31,-0.5371775589668537,0.7888075857129614,-1.2833890997091588,-1.052179926427138
32,-0.7795132998541564,2.4001849495234855,-1.2833890997091588,-1.4470764792980406
33,-0.4160096885232028,2.6303817157821334,-1.340226526622762,-1.3154442950077396
34,-1.1430169111851098,0.09821728693702217,-1.2833890997091588,-1.3154442950077396
35,-1.021849040741459,0.32841405319566896,-1.4539013804499683,-1.3154442950077396
36,-0.4160096885232028,1.019004351971608,-1.397063953536365,-1.3154442950077396
37,-1.1430169111851098,1.249201118230255,-1.340226526622762,-1.4470764792980406
38,-1.7488562634033662,-0.1319794793216234,-1.397063953536365,-1.3154442950077396
39,-0.9006811702978081,0.7888075857129614,-1.2833890997091588,-1.3154442950077396
40,-1.021849040741459,1.019004351971608,-1.397063953536365,-1.183812110717439
41,-1.6276883929597152,-1.7433568431321491,-1.397063953536365,-1.183812110717439
42,-1.7488562634033662,0.32841405319566896,-1.397063953536365,-1.3154442950077396
43,-1.021849040741459,1.019004351971608,-1.2265516727955557,-0.7889155578465366
44,-0.9006811702978081,1.7095946507475461,-1.0560393920547462,-1.052179926427138
45,-1.2641847816287617,-0.1319794793216234,-1.340226526622762,-1.183812110717439
46,-0.9006811702978081,1.7095946507475461,-1.2265516727955557,-1.3154442950077396
47,-1.5065205225160645,0.32841405319566896,-1.340226526622762,-1.3154442950077396
48,-0.6583454294105054,1.4793978844889006,-1.2833890997091588,-1.3154442950077396
49,-1.021849040741459,0.5586108194543146,-1.340226526622762,-1.3154442950077396
50,1.4015083681315668,0.32841405319566896,0.5354085615261419,0.26414191647587043
51,0.6745011454696598,0.32841405319566896,0.4217337076989356,0.39577410076617114
52,1.280340497687916,0.09821728693702217,0.6490834153533483,0.39577410076617114
53,-0.4160096885232028,-1.7433568431321491,0.13754657313091986,0.1325097321855697
54,0.7956690159133106,-0.592373011838917,0.4785711346125386,0.39577410076617114
55,-0.17367394763590013,-0.592373011838917,0.4217337076989356,0.1325097321855697
56,0.5533332750260079,0.5586108194543146,0.5354085615261419,0.5274062850564721
57,-1.1430169111851098,-1.5131600768735025,-0.26031541526430224,-0.26238682068533314
58,0.9168368863569615,-0.36217624558027023,0.4785711346125386,0.1325097321855697
59,-0.7795132998541564,-0.8225697780975626,0.0807091462173165,0.26414191647587043
60,-1.021849040741459,-2.433947141908088,-0.14664056143709586,-0.26238682068533314
61,0.06866179325140352,-0.1319794793216234,0.2512214269581262,0.39577410076617114
62,0.18982966369505438,-1.9735536093907948,0.13754657313091986,-0.26238682068533314
63,0.3109975341387043,-0.36217624558027023,0.5354085615261419,0.26414191647587043
64,-0.29484181807955195,-0.36217624558027023,-0.08980313452349249,0.1325097321855697
65,1.0380047568006132,0.09821728693702217,0.3648962807853326,0.26414191647587043
66,-0.29484181807955195,-0.1319794793216234,0.4217337076989356,0.39577410076617114
67,-0.05250607719224927,-0.8225697780975626,0.19438400004452286,-0.26238682068533314
68,0.4321654045823571,-1.9735536093907948,0.4217337076989356,0.39577410076617114
69,-0.29484181807955195,-1.2829633106148561,0.0807091462173165,-0.13075463639503226
70,0.06866179325140352,0.32841405319566896,0.592245988439745,0.7906706536370736
71,0.3109975341387043,-0.592373011838917,0.13754657313091986,0.1325097321855697
72,0.5533332750260079,-1.2829633106148561,0.6490834153533483,0.39577410076617114
73,0.3109975341387043,-0.592373011838917,0.5354085615261419,0.0008775478952684587
